what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1364333661457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333679631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1364333679646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333720222
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1364333739020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364333755478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364333794962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333799111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333800375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333801342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333802169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333805757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1364333805772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333816178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333818689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333820452
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.openSearchDialog",1364333820452
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.folding.expand",1364333822386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333822683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333824024
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.openSearchDialog",1364333824024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333826411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333828190
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.openSearchDialog",1364333828205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333839141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1364333839156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333846910
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333849406
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333850092
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333850747
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333851012
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333851309
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333852401
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333852588
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333852713
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333853009
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333853150
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333853337
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1364333853462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1364333879498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333898577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333903195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333907687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364333919543
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364333919715
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364333919762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364333924816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364333937015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364333937983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364333942522
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1364333964347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364334002192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364334008011
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364334012286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364334017714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364334024188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364334030288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364334103499
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1364334106338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364334135479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364334139348
