what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364341266035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364341268344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1364341271183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364341281869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364341288046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364341316719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364341325221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341343520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1364341343551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341346843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341346905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341351429
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1364341351476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364341353114
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364341355532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364341379681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364341385172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341401568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341407075
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1364341407106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364341438056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364341451503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341484420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341484591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341491923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364341492110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364341499832
