what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364336101112
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1364336115199
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1364336117804
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364336121470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1364336124964
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1364336129254
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1364336131095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364336149706
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364336163372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364336170875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364336179596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364336181811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1364336211201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364336213338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336470052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1364336470084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336484171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336484280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336488819
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1364336488835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336491893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1364336491908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336495075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336495153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336499880
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1364336499942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1364336505480
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1364336512781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336512812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336513951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336535853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336536836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336537772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336699966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336701479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336770493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1364336772272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336776687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336780041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336783769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364336791834
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364336791990
